Image,Prompt,Category,Prompt_Chinese
4fcc864808b72d5a70653ed5b53e605b.JPEG,"On a black wooden table lies a yellow cloth, two onions and a red vegetable, next to it lies a wooden board with a garlic, and in the middle of the table lies a pot with two Container, a chili pepper hangs on the edge of the smallest container. There is also a chili pepper on the table next to it, a piece of garlic with the skin peeled off, and a piece of garlic skin next to it. Next to this table is a brown wall, There are three spoons hanging on the wall. There is a small wooden window on the right side of the wall. The middle of the window is covered with floral cloth, and a black container is placed above the window.",Food,一张黑色木制桌子上放着一块黄色的布，两个洋葱、一个红色蔬菜、旁边放着一块木制板，板上放着一个大蒜，桌子中间放着一个锅，锅里放着两个容器，在最小的容器边缘上挂着一根辣椒，旁边桌子上还放着一根辣椒，一个拨开外皮的大蒜，旁边还有一片大蒜的外皮，在这张桌子旁边是一面棕色的墙壁，墙壁上挂着三个勺子，墙壁右边有个木制小窗，窗户中间用花布挡着，窗户上方放着一个黑色容器。
a5c02d816207ba2fec6b5c13492c62c8.JPEG,"There are fruits of many colors in a fruit shop in an earthen house, all packed in red plastic frames. There is a blue plastic frame on the ground on the left, with a newspaper on it and yellow fruits standing in the middle. A man holds a green stick in his right hand and wears a blue turban. There are many yellow and pink garlands hanging around his neck. He is shirtless and wearing a pair of denim shorts. He holds a banana in his left hand and wears an orange garland on his wrist. There is also a man wearing a pink shirt and black pants standing on the right rear, holding a pink towel in his hand and standing barefoot on the ground.",Food,一间土房子的水果店里有着很多颜色的水果，都用红色的塑料框子装起来，左边地上放着一个蓝色的塑料框子，上面铺着一张报纸上放着黄色的水果，中间站着一个右手举绿色棍子和头戴蓝色头巾的一位男士，脖子上挂着很多黄色和粉色的花环，上身光着膀子穿着一条牛仔短裤，左手拿着香蕉的手腕上戴着橘色的花环，右后方还站着一个身穿粉色衬衫和黑色裤子的男士，手里拿着粉色毛巾，光着脚站在地上。
a898f78d4fa8a5ca7ce42ec67e7ff76e.JPEG,"There are some items placed on a blue and white checkered table mat. There are some red tomatoes on the left, a white unbroken garlic on the right of the tomatoes, and a purple round eggplant on the right of the garlic. There is a wooden shovel placed in front of the eggplant, and a white cloth is placed under the shovel. Behind the eggplant are two carrots, a yellow bell pepper to the left of the radish, and a white onion to the left of the bell pepper. To the left of the onions is a glass bottle with a wooden stopper. Behind the glass bottle is a ceramic jar. There is a green cabbage on the right side of the ceramic jar.",Food,一张蓝色白色相间的格子餐桌垫子上放着一些物品，左边有一些红色的番茄，番茄的右边有一个白色的没有掰开的大蒜，大蒜的右边有一个紫色的圆圆的茄子。茄子的前面放着一个木头的铲子，铲子的下面垫着一块白色的布。茄子的后面放着两个胡萝卜，萝卜的左边有一个黄色的甜椒，甜椒的左边有一个白色的洋葱。洋葱的左边有一个盖着木头塞子的玻璃瓶。玻璃瓶的后面有一个陶瓷罐子。陶瓷罐子的右边有一个绿色的卷心菜。
3d58ccad03854d6d9d9d4e7dcfad1d67.JPEG,"An old kerosene lamp is placed on a wooden dark brown table. The kerosene lamp emits a weak flame. There is a wooden dinner plate in the shape of a shovel on the table. On the wooden dinner plate is a piece of salmon. Salmon Sprinkle some salt and pepper on the surface and place two slices of lemon. There is also a plate of salmon sushi made with salmon on the table. The middle of the table is filled with slices of bread sprinkled with caviar and slices of bread without caviar. Yes. Half-cut onions and small dried fish, a pair of hands are placing yellow food on a wooden dinner plate lined with blue plaid cloth in front of the table.",Food,在一个木制暗棕色的桌子上摆放着一个老旧的煤油灯，煤油灯发出微弱的火光，桌子上有一块铁锹形状的木制餐盘，木制餐盘上摆放着一块三文鱼，三文鱼的表面上撒了一些椒盐摆了两片切片柠檬，桌子上还有一盘用三文鱼制作的三文鱼寿司，桌子的中间放满了撒着鱼子酱的面包片和没有撒上鱼子酱的面包片，对半切开的洋葱和小鱼干，一双手正在桌子前将黄色的食物摆放在垫着蓝色格子布的木制餐盘上。
ef2e340ae03370825ababce27e6335af.JPEG,"There is a white table with a lot of food on it. On the left side of the table is a drink and two white plates. One plate contains fat beef and the other contains kelp. There is a four-square hot pot in the middle of the table. There are two water pots, a spicy pot and a mushroom soup pot. There are two spoons at each foot of the hot pot pot. Above the pot, there is a man holding chopsticks, and in front of him are two small bowls of ingredients. There are four pots of food on the right side of the table. One pot is tripe, one is empty, one is pig brains, and the other is cantaloupe.",Food,白色的桌子，上面放着许多的食物，桌子的左边放着一杯饮料和两个白色盘子，一个盘子里面装着肥牛一个盘子里面装的海带。桌子的中间放着一口四宫格的火锅，有两个清水锅一个麻辣锅和一个菌汤锅，火锅盆的两脚处各放着两个勺子。锅的上方，有一个拿着筷子的人，他的前面放着两小碗食材。桌子的右边摆放着四盆食物，有一盆是毛肚，一盘是空着的，一盘是猪脑，另外一盘是哈密瓜。
cf848e64ee63e278887674eb3bd1f8b6.JPEG,"There is a pile of chopped vegetables placed on the light-colored wood grain chopping board. On the lower left side of the chopping board are some granular fruit pellets, and in the middle of the chopping board are some green herbs. On the right side of the chopping board is a white round bowl. Inside the bowl is golden vegetable soup, with a silver spoon resting on the edge of the bowl. On the upper right side of the bowl are several carrots with green leaves. The carrots are orange, light yellow, and purple. To the left of the carrot is a yellow onion and several purple-red sweet potatoes. Some of the sweet potatoes have been chopped, revealing the white flesh.",Food,浅色木纹的案板上面放着一堆切碎的蔬菜，案板的左下方是一些颗粒状的果粒儿，案板中间是一些绿色的香草。案板的右边是一个白色的圆碗，碗里面是金色的蔬菜汤，一把银色的汤勺搁在碗沿上。碗的右上方是几颗绿叶子的胡萝卜，胡萝卜有橙色的、浅黄色的，还有紫红色的。胡萝卜的左边是一颗黄色的洋葱和几个紫红色的红薯，一些红薯被切碎了，露出白色的果肉。
700ca006a55023cfb9ac2ef76a01ea1c.JPEG,"There is a lot of food and items on a long dark table. On the orange cloth on the left are a bunch of yellow grapes and a few small yellow pears. Next to the pears, there is a dark bunch of grapes. There is also a dark bottle with a blue cloth tied on the head. There is a small pineapple on the right side. Behind it is a blue vase cushioned by two yellow rectangular objects. In the vase is a There are several branches with yellow leaves, and there is a barrel that has been tipped over on the table. The food in the barrel spills out. There is a dark yellow wall behind the table.",Food,一个深色的长桌子上，放着许多食物和物品，左边橘黄色的布上放着一串黄色的葡萄和几个黄色的小梨，梨的旁边还放着一个深色的一串葡萄，布的后面还放着一个深色的头上绑着蓝色布的瓶子，右边放着一个小黄梨，它的后面放着一个用两个黄色长方形物体垫着的蓝色花瓶，花瓶里插着几支有着黄色叶子的枝条，桌子上还有一个倒在桌子上的圆桶，圆桶里的食物洒落出来，桌子的后面还有深黄色的墙面。
886a2cf55d2d29e45cf40e093ab53f91.JPEG,"Against the gray background, there are three rows of brightly colored square fruit and vegetable blocks. The left row contains pink strawberry squares, white and purple unknown fruit and vegetable squares, a slightly larger pulp square with melon and fruit seeds, and a rose-red grapefruit square; In the middle column there are large purple vegetable cubes and orange pulp cubes with fruit seeds, as well as purple and white onion cubes, yellow orange cubes and small green kiwi fruit cubes; in the right column there are red watermelon cubes and green kiwi fruit cubes. , followed by unknown rose-red, yellow and skin-colored fruit and vegetable squares, with a small pink strawberry square on top.",Food,灰暗的背景下，有着三列颜色鲜艳的方形蔬果块，左边一列有粉色的草莓方块、白紫色不知名的蔬果方块，稍大一点带着瓜果籽的果瓤方块和玫红色的柚子方块；中间一列有大块的紫色的蔬菜块和橙色带果籽的果瓤方块，还有紫白相间的洋葱块、黄色的橙子方块和绿色的小猕猴桃方块；右边一列有红色西瓜方块和绿色猕猴桃方块，再接着是不知名的玫红色、黄色和皮肤色的蔬果方块，最上面是一个粉色的小草莓方块。
0b209d6be2a0447f0d4a9f1304c23b7a.JPEG,"There are two pineapples on the table. One pineapple is standing upright. Its color is orange-red, and the leaves are pointed and wide below. The leaves are also green. There is another pineapple next to it. It is a little green in color. The leaves on it are gone. There is a bunch of dark red raisins. Next to the raisins are two apples. They are red in color and have two halves of an orange. The orange flesh is orange. , there are half a piece of blood orange, four blueberries, the color blue is deep purple, and the blueberries are scattered around the fruit. There are also different fruits.",Food,桌面上放着两个菠萝，一个菠萝竖着它的颜色是橙红色叶的形状上面尖尖的下面宽叶子也绿。旁边放着另一个菠萝它的颜色有点绿上面的叶子没有了，有一串深红的提子，提子旁边有两个苹果颜色红色的，有两半橙子是切开的橙子的果肉是橙黄色，有半块血橙，四个蓝莓颜色蓝是深紫色的，蓝莓分散在水果的周边。还有不同的水果。
5fa5a43c7fe80c9e7bad19a0f6bbdd03.JPEG,"There are several fried vegetables placed on the black tabletop covered with white scratches. In the middle of the table is a white bowl containing black sauce, with a few green celery leaves next to the bowl. On the far right side of the table is a blue plate, filled with golden fried meat slices and a few slices of green cucumber on top. Next to it is a bowl of yellow dishes sprinkled with green onions. A pair of brown chopsticks are placed on the third bowl. The bowl is filled with plain fried shredded potatoes. On the left side of the bowl is a cut white steamed bun.",Food,黑色的布满白色划痕的桌面上放着几个炒好的菜。桌子中间是一个白碗盛着黑色的料汁，碗旁边有几片绿色的芹菜叶子。桌子最右边是一个蓝色的盘子，盛满了金色的炒肉片上面摆放着几片绿色的黄瓜。紧挨着的是一碗撒着绿色葱花的黄色菜肴，一双棕色的筷子放在第三个碗上，碗里盛着素炒土豆丝，碗的左边是一个被切开的白色馒头。
db67b821817044b81fd53eff564f3fc3.JPEG,"There are delicacies in a small blue bowl on the plate. The bowl is decorated with white vertical lines. On the delicacy surface of the bowl, there are tomatoes cut into two halves and a mint leaf. There is a bunch of red cherry tomatoes on the plate, as well as a mint leaf and bread with a hole in the middle. There are three spoons on the right side of the plate. The plate is next to a blue cloth. On the table is bread with ham, and on the right is a plate with a bunch of cherry tomatoes, a garlic and a round apple.",Food,盘子上有用蓝色小碗装着的美食，碗体点缀着白色的竖纹，碗中的美食面上还有切成两瓣的番茄和一片薄荷叶。盘子上有一串红色的小番茄，还有一片薄荷叶和中间带洞的面包，盘子的右侧还有三把勺子。盘子紧挨着一张蓝色的布。桌上掉落者带着火腿的面包，右侧上方还有一盘盛放着一串小番茄，一个大蒜和圆形苹果。
923972a364b033df7095b7dd032a099e.JPEG,"A pile of gray-green oysters were spread out casually on the ground, and an old lady with gray hair was wearing gloves and concentrating on prying the oysters. She was wearing a floral shirt, a red and white checkered apron, light pink sleeves on her arms, black and purple pants on her legs covered with oyster mud, and a plastic basin between her legs filled with oyster shells. A pair of red scissors stuck inside. A half-person-high gray cylindrical basket on her left leg is filled with oysters, and a calendar and some miscellaneous items are hung on the wall behind her.",Food,一堆灰绿色的牡蛎被随意的摊在地上，一位花白头发的老奶奶正戴着手套专心在撬牡蛎。她穿着一件花衬衫，戴着红白方格的围裙，两只胳膊上是浅粉色的套袖，腿上黑紫色裤子上满是牡蛎的泥土，腿中间一个塑料盆子里满是牡蛎壳，一把红色剪刀插在里面。她左腿处一个半人高的灰色圆柱形的筐子里盛满了牡蛎，身后的墙上挂着日历和一些杂物。
48bdbe5d548cbc6796a2c231e26afac8.JPEG,"On a brown wooden table, there is a brown wooden mat. On the mat, there are half-cut green onions, a white cloth pressed by a gray-yellow knife, and a white plate. On the plate, there is a handful of green onions. green onions, two spoons filled with gray-green and dark red ingredients and a white empty spoon are placed under the plate. On top is a yellow bag, two half-yellow egg shells and a yellow egg. Next to the dustpan is a yellow dustpan with a green broccoli in it, and next to the dustpan are two yellow hand-turned pepper grinders.",Food,一张棕色的木质桌子上放着一个棕色的木质板垫，板垫上放着切了一半的绿色小葱和一块被灰黄色小刀压着的白布还有一个白色的碟子，碟子上放着一把绿色的小葱，碟子的下方放着两把装有灰绿色、暗红色配料的勺子和一把白色的空勺子，上面是一个黄色的袋子和两个半边的黄色鸡蛋壳还有一个黄色的鸡蛋，鸡蛋的旁边有一个装有一个绿色西兰花的黄色簸箕，簸箕旁边放着两个黄色的手转胡椒粉研磨器。
90ec63dd0d046bf48bdaa612f715fd2e.JPEG,"On a dark maroon table lay a cut carrot, three upright carrots with green seedlings on them, and half a cut onion. Next to the onion was an earthy yellow clay pot. There is a pepper seedling planted in the clay pot. On the left side of the clay pot is a piece of wrinkled white cloth. On the white cloth are placed a knife and five slices of carrots, a whole apricot and two cut pieces of apricot. Bottle of red wine and a goblet of red wine and an artichoke next to a clay pot",Food,一张深枣红色的桌子上平放着一根切断的胡萝卜，三根立起来的胡萝卜，胡萝卜上面都带着绿色的苗，半个切开的洋葱，洋葱的旁边是一个土黄色的陶罐，陶罐里种着一棵辣椒苗，陶罐的左边是一块儿皱皱巴巴的白布，白布上放着一把刀和五片胡萝卜，一个完整的杏和切开的两块儿杏，一个放着红酒的瓶子和一个盛着红酒的高脚杯，还有一个洋蓟紧挨着陶罐
e2e2f0120cb9172dcde232dc6d87477c.JPEG,"On a brown wooden tabletop lies a wooden bowl full of cherry tomatoes with water droplets hanging from them. Green vegetables are placed on one side of the wooden bowl, and behind it is a bunch of noodles standing on the table, tied with white rope. There is also a head of garlic and a clove of garlic on the table. There was a corked glass bottle with a narrow mouth on the table. The glass bottle is surrounded by a wooden shell, and the wooden shell is only the lower half of the glass bottle.",Food,在一个棕色木制的桌面上，放着一个装满圣女果的木碗，圣女果上挂着水珠。木碗的一侧放着青菜，后面是立在桌面上的一束面条，面条用白色的绳子捆绑着。桌子上还有一头蒜还有一瓣蒜。桌子上放着一个细口瓶塞着瓶塞的玻璃瓶。玻璃瓶外面围着木制的外壳，木质外壳只有玻璃瓶的下半部分。
6e95f7a50fec2c833b2a35310594ea79.JPEG,"There are many vegetables and fruits in the glass disc. There are two black avocados, two white garlics on the right side of the avocados, and a half-cut lemon on the right side of the garlic. There are three carrots on the right side of the lemon, a green mango on the left side of the carrot, and several yellow bananas on the left side of the mango. There is a white wooden basket on the right side of the banana. There is a yellow grapefruit and several orange oranges in the basket.",Food,玻璃圆盘内放着很多的蔬菜和水果。有两颗黑色的牛油果，牛油果的右边有两颗白色的大蒜，大蒜的右边放着一个被切了一半的柠檬。柠檬的右边放着三根胡萝卜，胡萝卜的左边有一个青色的芒果，芒果的左边有几根黄色的香蕉。香蕉的右边有一个白色木质的篮子，篮子里放着一个黄色的柚子和几个橙色的橙子。
8f6b417115bef037e839d03e51d592f8.JPEG,"On the white background, there are six wooden dark brown spoons, which are filled with white sugar granules, sesame seeds, chopped grass leaves, Sichuan peppercorns, curry powder, and chili powder. The spoons are oriented in the same direction, with three or four mint leaves and three or five rosemary sprigs placed on the handle. There are two garlic cloves on one side of the spoon group and three cut peppers on the other side. Scattered next to the spoon with sesame seeds were two red pepper slices and a clove of garlic.",Food,白色背景下，放着六把木质的深褐色勺子，勺子里分别盛满了白糖粒、芝麻、草叶碎、花椒、咖喱粉、辣椒粉。勺子的朝向一致，勺把处放着三四片薄荷叶、三五根迷迭香，勺群的一边有两个蒜瓣，另一边有三个辣椒切段。放着芝麻的勺子旁还散落着两个红辣椒切段、一瓣蒜。
299c119b39fe1e14cd38a0c2bb4915d6.JPEG,"On the black tabletop against the black wall, there is a white glass cup with a small amount of brown liquid at the bottom and three green apples on it. There are three orange persimmons and a red pomegranate on the right side of the cup. There is a green apple on top of the persimmon. On the front is a green apple cut into three pieces. To the right of the glass there is a persimmon and a white plate with pastry on which a silver fork is placed.",Food,在靠着黑色墙壁的黑色桌面上，有一个白色的玻璃杯，杯底有少量棕色液体，上面有三个绿色苹果，杯子右边有三个橘色柿子和一个红色石榴，柿子上面放着一个绿色苹果，前面是三辦切开的绿苹果。玻璃杯右边有一个柿子和一个装着糕点的白色盘子，一个银色叉子放在糕点上。
603dd064f82891cb7871ae2435cc93f3.JPEG,"There are three clay pots of different colors placed on the brown wooden table, and two cylindrical wooden beads of different colors hang on the dark gray clay pot. There are two red pomegranates, an orange and a red persimmon on the off-white clay pot. Scattered in front of the clay pot from left to right are four walnuts, two oranges with leaves, a red apple, a green apple, a peeled pomegranate, eleven fallen pomegranate seeds, half-cut Blooming red apple and a green banana seed on a black background.",Food,褐色的木桌上放着三个颜色不同的陶罐，深灰色的陶罐上挂着两颗颜色不同的圆柱形木珠子。灰白色的陶罐上摆着两个红石榴、一个橘子和一个红柿子。陶罐的前面从左至右依次散落着四个核桃、两个带叶子的桔子、一个红色的苹果、一个绿色的苹果、一个剥开的石榴、十一颗掉落的石榴籽、半个切开的红苹果和一个绿色的芭蕉种子，背景墙是黑色的。
e99794ad86ddc51e524dbfaf82cb04af.JPEG,"The picture is a group of pictures of fruits arranged. Various fruits are densely arranged in a rectangle according to size and shape. Among them are red and yellow soft pears and apples, and half of a pomegranate that has been peeled open to reveal bright red seeds. , there are also yellow-green oranges, red pomegranates, orange oranges, kiwi fruits that have been cut to reveal tender green flesh, red pomegranate seeds scattered in the gaps between the fruits, and a few green leaves placed on the fruits.",Food,画面是一组水果摆放的图片，各种各样的水果按照大小形状被密集的摆放成一个长方形，其中有红中泛黄的软梨和苹果，半颗被扒开露出鲜红籽的石榴，还有黄绿色的橘子，红红的石榴，橘色的橙子，被切开的露出嫩绿色果肉的猕猴桃，红色的石榴籽洒落在水果的间隙，水果上面放着几片绿色的叶子
cdf96851f8f27ce4753db49c50f10301.JPEG,"On a brown tabletop, there is a black tray. On the tray is a large black bowl. In the large bowl is rice porridge. On the porridge are half a boiled egg, meat and coriander. There is also a red spoon with chili sauce on the tray. There is a small bowl with potato cubes. There is a small green bowl with fried shrimp chips and a small black bowl with green leafy vegetables around the tray. There is a golden pot next to the small bowl.",Food,一个棕色的桌面上，有黑的托盘，托盘上放着一个黑色大碗，大碗里有大米粥，粥上有半个煮鸡蛋、肉和香菜，托盘上还有放着辣椒酱的红色勺子和一个放着土豆块的小碗，托盘周边有一个放着炸好的虾片的青色小碗和一个放着绿叶小菜的黑色小碗，小碗旁边有一个金色的锅。
b8af029ca5e5021142f4b882c092eb2d.JPEG,"A variety of vegetables surround a brown wooden plate, and they are placed on a wooden table. Red vegetables include: bunches of tomatoes and single tomatoes, peppers; yellow vegetables include carrots, peppers; Purple vegetables include eggplants, onions and lilies; green vegetables include peppers, broccoli, beans and cucumbers; the rest include earthy potatoes, green leafy cauliflower wrapped in a white outer layer, and white garlic heads. , there was an onion cut in half and placed on the table, revealing the alternating purple and white lines inside.",Food,各种各样的蔬菜围绕着一个棕黄色的木质的盘子，它们都放在一个木头桌面上，红色类的蔬菜有：成串的西红柿和单个的西红柿，辣椒；黄色的蔬菜有胡萝卜，辣椒；紫色的蔬菜有：茄子，洋葱和百合；绿色的蔬菜有：辣椒，西蓝花，豆角和黄瓜；剩下的还有土黄色的土豆，白色的外层包裹着绿叶的花菜，白色的大蒜头，有一个洋葱切开了两半放在桌子上，露出里面紫色和白色交替的纹路。
b25eaf7d8ccb2cb60d087ea83f19765b.JPEG,"There are two or three plates on the gray tabletop. The two plates fall together. There is a piece of bread with tomato juice on it. There are mint leaves on some blueberries. There is a mint leaf and half an orange on the plate. , there is a blueberry on the outside of a plate, behind it is a white cup, in front are two stainless steel spatulas, on the other plate there are also two blueberries and a piece of bread",Food,灰色的桌面上放着两三个碟子，两个碟子落在一起，里面有一个面包，上面淋着番茄汁儿，一些蓝莓上放着一个个薄荷叶，盘子里放着一个薄荷叶和一半橙子，一个盘子的外面有一个的蓝莓，后面是一个白色的杯子，前面是两把不锈钢的铲子，另一个盘子里也放着两颗蓝莓和一个面包
253a82d16f01f11e0ab422d69d10fcde.JPEG,"On the table, there is some food in a blue and white porcelain bowl, including some cucumber shreds, green onions, minced meat, peanuts, pickles, purple cabbage and an egg. There is a pair of black chopsticks beside the bowl, with writing on the edge. There are four words for noodles and Yuweifeng, and there is a bowl of soup next to it, with a spoon in the soup. There is a pair of glasses on the right side of the table.",Food,在桌子上，摆放的青花瓷碗里放着一些食物，有一些黄瓜丝，小葱段，肉沫，花生豆，酸豆角，紫甘蓝和一个鸡蛋，碗边放着一双黑色的筷子，碗边写着面、御味丰四个字，旁边放着一碗汤，汤里放着一个汤勺。桌子右侧放着一副眼镜。
006c56f68c80532ed7544be6f6aca6e2.JPEG,"A mushroom grows from the soil. The mushroom is a light flesh color, and a beam of sunlight shines on the cap of the mushroom, showing a bright orange color. The cap of the mushroom is flat and the stipe is light brown. There are dead branches and fallen leaves piled around the mushrooms. There are some sharp thorns on the dead branches, and the fallen leaves are earthy orange and brown. The background is a blurred earthy orange color.",Food,一朵菌菇从土壤中生长而出。菌菇是淡淡的肉色，有一束阳光洒落在菌菇的菌盖上呈现明亮的橘黄色。菌菇的菌盖较平，菌柄是浅浅的褐色。菌菇周围堆着枯枝和落叶，枯枝上有一些尖刺，落叶是土橘色和棕色的。背景是虚化的土橘色。
78aff48db18e185e4cf91211024db782.JPEG,"There is a bread on a wooden board with some raisins embedded in it. Next to the bread are three quail eggs painted purple and one quail egg painted pink, as well as a cherry tomato and a green leaf. There are two identical loaves on a wooden board at the back, with quail eggs in primary colors, green and pink scattered around them. There is a glass vase with a branch next to the original quail eggs.",Food,一块木板上放着一个面包，面包上嵌着一些葡萄干，面包旁边有三颗被涂成紫色的鹌鹑蛋和一颗被涂成粉色的鹌鹑蛋，还有一颗圣女果和一片绿叶。后侧的木板上也放着两个同样的面包，周围散落着原色、绿色和粉色的鹌鹑蛋。原色鹌鹑蛋旁有一个插着枝条的玻璃瓶。
0e943666259c29e816671a07919a2279.JPEG,"On a dark brown wooden table lies a small white bowl with red and white food and three red peppers and a white cloth and three green plant leaves. On the right side there is a piece of yellow and white bread and a peeled There are winged garlic heads and two purple-white whole garlic heads and a red west-red one, and a red tomato and a brown basket with yellow food in the upper left corner.",Food,一个黑棕色的木质桌子上放着一个装有红白色食物的白色小碗和三个红色的辣椒还有一块白色的布和三片绿色的植物叶子，右边有一块黄白色的面包和一个剥了翼的蒜头和两个紫白色的完整蒜头还有一个红色的西红色，左上角有一个红色的西红柿和一个装有黄色食物的棕色篮子。
6d292fc411b203f35000be62978ab378.JPEG,"Three cut eggs, with green avocado and purple onions underneath, and purple vegetables underneath the onions. To the right of the egg is a grinder and a transparent cup. Inside the cup are red peppers and in front are brown nuts. Behind the egg are green cucumbers and red cherry tomatoes. To the left of the cucumber is a transparent bottle with yellow liquid inside, and in front is a transparent bowl with yellow sauce.",Food,三个被切开的鸡蛋，下方是绿色的牛油果和紫色的洋葱，洋葱下面是紫色的蔬菜。鸡蛋右侧是研磨机和透明的杯子，杯子里面是红色的辣椒，前方是棕色的坚果。鸡蛋后方是绿色的黄瓜和红色的圣女果，黄瓜左侧是透明的瓶子里面是黄色的液体，前面是透明的碗里面是黄色的酱料。
0d7ea4f8e33d8b1086b191b1e4951c57.JPEG,"On a gray oil painting style background, there is a fruit plate containing four oranges and four lemons. To the right of the fruit plate is a metal vase filled with tulips. On the right side of the vase, there are three glazed pots. Tomatoes, there is a cut-side-up tomato in front of the spray and a piece of garlic that has been sliced open, and there is an onion next to the tomato.",Food,一个灰色油画风格背景下，放着一个果盘，果盘里装着四个橘子四个柠檬，果盘的右边是一个金属质地的花瓶，花瓶里插满了郁金香，花瓶右侧一个釉面盆里放着三个番茄，喷前面有一个被切开切面朝上的番茄和一头拨开的蒜，番茄旁边还有一个洋葱。
b6737d1ba4a7dff1cfef71dc902a043c.JPEG,"On a yellow table from left to right are two garlic heads, an onion, a round frame, a fuel lamp, a yellow-brown and an orange pumpkin. Behind the pumpkin are placed against the wall. There are two containers, one container has a bunch of small red fruits on it, the other container has a stopper, there are a few leaves dotted on the table, and the background wall behind the table is gray.",Food,一张黄色的桌子上面从左到右放着两颗大蒜头，一颗洋葱，一个圆形的框框，一个燃油灯，一个黄棕色和一个橙黄色的南瓜，南瓜后面靠墙的位置摆放着两个容器，其汇总一个容器上面放着一扎红色的小果子，另外一个容器上塞着一个塞子，桌面上还有几片树叶点缀着，桌子后面的背景墙是灰色的。
32ce25ae7e0633a9fc33eeadfd9e64aa.JPEG,"A bowl of braised pork is served in a casserole and placed on the cutting board. The braised pork is sprinkled with chopped green onions and white sesame seeds. It looks particularly appetizing. There is also a bowl of rice with sauce on the side. There are also a few sticks of coriander, chili peppers, garlic on the cutting board, and a dishrag next to it, all placed on a brown table.",Food,一碗红烧肉用砂锅乘着，放在砧板上，红烧肉上面洒着葱花和白芝麻，看起来特别有食欲，旁边还有一碗浇着汁子的米饭。砧板上还放着几根香菜、辣椒、大蒜，旁边还有一个抹布，全部都放在一个棕色的桌子上。
5202cfe3e2d2441de4c365736350a2fb.JPEG,"There are some ingredients and kitchen utensils placed on the dark brown wooden round table. There is a glass oil pot with half a pot of oil in it. There is a cauliflower and a green broccoli next to it. Three eggs are placed on the table. There is a stone mortar containing the spices that need to be crushed, and a knife is placed in front of the stone mortar.",Food,深棕色木制的圆桌上摆放着一些食材和厨具，其中有一个玻璃的油壶，里面盛着半壶油，旁边有一个菜花和一个翠绿的西兰，三个鸡蛋放在桌面。一个石臼里面放着需要捣碎的调料，石臼前面放着一把小刀。
3c58f07981ec57994db397265713d4ab.JPEG,"On a dark brown table with yellow grains, there are three brown bowls with English letters on them. The three bowls are filled with beige food. One of the spoons is placed in the bowl, and the other two spoons have a Place it on the table, another on a khaki tablecloth that is folded irregularly, a beige mushroom next to one of the bowls, and a few garlic cloves.",Food,一张深褐色带黄色颗粒感的桌面上，放了三个褐色带英文字母的碗，三个碗里都盛了米黄色的食物，其中一把勺子放在碗里，另外两把勺子有一把放在桌子上，另一把放在卡其色的桌布上，桌布呈不规则折叠状放在桌子上，其中一个碗旁边放了一个米色的蘑菇，还有几个蒜瓣。
7fac8c35c29544ed0f11f6cdf3362117.JPEG,"Description: A nursery with blue feathers and a brown belly is standing on a dead branch with orange feathers. There are yellow fungi on the dead branch. The bird has a fish in its long beak. The bird is standing sideways. On the branch, you can see one eye of the bird. The background is blurred green, and the sun shines on the bird.",Food,描述：一只羽毛是蓝色肚子的育苗是棕色的，教室橘黄色的站在枯枝上，枯枝上有黄色的菌类，小鸟嘴巴长长的夹着一只鱼，小鸟侧身站在树枝上，看到小鸟的一只眼睛，背景是虚化的绿色，有阳光照在鸟儿的身上。
3eff00ac1fb61d11dc6c8c67ea2a3c0b.JPEG,"Under the blue sky, there is a hazy white cloud, and a majestic eagle is soaring freely in the sky. The eagle's head is white, with a pointed yellow beak, and the eagle's wings are It is gray-brown, with orange talons. There are a lot of dead grass on the talons below the eagle, and there is a black fish in the middle.",Food,在一片蔚蓝色的天空下有一片朦朦胧胧的白云，有一只威武雄壮的老鹰正在天空上自由的翱翔在，老鹰的头是白色的，有着一张尖尖的黄色的喙，老鹰的翅膀是灰褐色的，爪子是橙色的，在老鹰的下方的爪子上有许多的枯草，中间有一条黑色的鱼。
92ae87b1cf1450207418a76d232b634e.JPEG,"On a green background, a woman in red clothes with orange curly hair holds a cut apple in her left hand and a knife in her right hand with a piece of apple on the knife. In front of the woman is a brown On the table, there are a pomegranate and an apple, as well as two halves of the pomegranate.",Food,绿色背景下，一个穿着红色衣服的女人，有一头橙色的卷发，她的左手里面拿着一个切开的苹果，右手里拿着一把刀，刀上有一块苹果，女人的面前是一个棕色的桌子，桌子上面放着一个石榴和一个苹果，还有两半切开的石榴。
b5deeb770d7db61cd81b10b46545ed37.JPEG,"There are 4 small yellow fish on a white table, with two lemon slices and a green onion on the left. There are three lemon slices and a bunch of green plants on the right side. There are yellow Cordyceps ingredients on the upper and lower sides. There is a yellow Cordyceps ingredient next to the mouth of the first fish.",Food,一张白色的桌子上摆放着4条黄色的小鱼，左边放着两片柠檬片和一条葱。右边放着三片柠檬片还有一束绿色植物，上下两边放着黄色的虫草食材，第一条鱼的嘴巴旁边放着一个黄色的虫草食材。
